frame,ID,x,y,w,h,scenefolderpath,crossing_true,filename
9,pedestrian,1137.0,661.0,61.0,159.0,JAAD\scene\0129,0,0009.png
10,pedestrian,1137.0,659.0,62.0,159.0,JAAD\scene\0129,0,0010.png
11,pedestrian,1137.0,657.0,64.0,159.0,JAAD\scene\0129,0,0011.png
12,pedestrian,1137.0,656.0,65.0,159.0,JAAD\scene\0129,0,0012.png
13,pedestrian,1136.0,654.0,67.0,160.0,JAAD\scene\0129,0,0013.png
14,pedestrian,1136.0,653.0,68.0,160.0,JAAD\scene\0129,0,0014.png
15,pedestrian,1136.0,652.0,69.0,161.0,JAAD\scene\0129,0,0015.png
16,pedestrian,1135.0,651.0,71.0,161.0,JAAD\scene\0129,0,0016.png
17,pedestrian,1135.0,651.0,72.0,162.0,JAAD\scene\0129,0,0017.png
18,pedestrian,1135.0,651.0,74.0,163.0,JAAD\scene\0129,0,0018.png
19,pedestrian,1134.0,651.0,75.0,164.0,JAAD\scene\0129,0,0019.png
20,pedestrian,1134.0,651.0,76.0,166.0,JAAD\scene\0129,0,0020.png
21,pedestrian,1134.0,651.0,78.0,169.0,JAAD\scene\0129,0,0021.png
22,pedestrian,1134.0,652.0,79.0,172.0,JAAD\scene\0129,1,0022.png
23,pedestrian,1133.0,652.0,81.0,175.0,JAAD\scene\0129,1,0023.png
24,pedestrian,1133.0,653.0,82.0,179.0,JAAD\scene\0129,1,0024.png
25,pedestrian,1131.0,653.0,81.0,182.0,JAAD\scene\0129,1,0025.png
26,pedestrian,1129.0,653.0,80.0,185.0,JAAD\scene\0129,1,0026.png
27,pedestrian,1126.0,654.0,79.0,187.0,JAAD\scene\0129,1,0027.png
28,pedestrian,1124.0,654.0,78.0,190.0,JAAD\scene\0129,1,0028.png
29,pedestrian,1122.0,654.0,77.0,193.0,JAAD\scene\0129,1,0029.png
30,pedestrian,1116.0,653.0,81.0,196.0,JAAD\scene\0129,1,0030.png
31,pedestrian,1110.0,652.0,85.0,199.0,JAAD\scene\0129,1,0031.png
32,pedestrian,1105.0,650.0,89.0,201.0,JAAD\scene\0129,1,0032.png
33,pedestrian,1099.0,649.0,93.0,204.0,JAAD\scene\0129,1,0033.png
34,pedestrian,1093.0,648.0,97.0,207.0,JAAD\scene\0129,1,0034.png
35,pedestrian,1089.0,647.0,98.0,210.0,JAAD\scene\0129,1,0035.png
36,pedestrian,1086.0,646.0,100.0,212.0,JAAD\scene\0129,1,0036.png
37,pedestrian,1082.0,646.0,101.0,215.0,JAAD\scene\0129,1,0037.png
38,pedestrian,1079.0,645.0,103.0,217.0,JAAD\scene\0129,1,0038.png
39,pedestrian,1075.0,644.0,104.0,220.0,JAAD\scene\0129,1,0039.png
40,pedestrian,1075.0,644.0,100.0,222.0,JAAD\scene\0129,1,0040.png
41,pedestrian,1076.0,645.0,97.0,225.0,JAAD\scene\0129,1,0041.png
42,pedestrian,1076.0,645.0,93.0,227.0,JAAD\scene\0129,1,0042.png
43,pedestrian,1077.0,646.0,90.0,230.0,JAAD\scene\0129,1,0043.png
44,pedestrian,1077.0,646.0,86.0,232.0,JAAD\scene\0129,1,0044.png
45,pedestrian,1066.0,646.0,96.0,234.0,JAAD\scene\0129,1,0045.png
46,pedestrian,1055.0,645.0,105.0,237.0,JAAD\scene\0129,1,0046.png
47,pedestrian,1044.0,645.0,115.0,239.0,JAAD\scene\0129,1,0047.png
48,pedestrian,1033.0,644.0,124.0,242.0,JAAD\scene\0129,1,0048.png
49,pedestrian,1022.0,644.0,134.0,244.0,JAAD\scene\0129,1,0049.png
50,pedestrian,1021.0,642.0,127.0,246.0,JAAD\scene\0129,1,0050.png
51,pedestrian,1020.0,641.0,120.0,248.0,JAAD\scene\0129,1,0051.png
52,pedestrian,1019.0,639.0,113.0,249.0,JAAD\scene\0129,1,0052.png
53,pedestrian,1018.0,638.0,106.0,251.0,JAAD\scene\0129,1,0053.png
54,pedestrian,1017.0,636.0,99.0,253.0,JAAD\scene\0129,1,0054.png
55,pedestrian,1005.0,636.0,103.0,255.0,JAAD\scene\0129,1,0055.png
56,pedestrian,993.0,636.0,107.0,257.0,JAAD\scene\0129,1,0056.png
57,pedestrian,981.0,636.0,112.0,259.0,JAAD\scene\0129,1,0057.png
58,pedestrian,969.0,636.0,116.0,261.0,JAAD\scene\0129,1,0058.png
59,pedestrian,957.0,636.0,120.0,263.0,JAAD\scene\0129,1,0059.png
60,pedestrian,949.0,637.0,124.0,266.0,JAAD\scene\0129,1,0060.png
61,pedestrian,942.0,638.0,129.0,268.0,JAAD\scene\0129,1,0061.png
62,pedestrian,934.0,640.0,133.0,271.0,JAAD\scene\0129,1,0062.png
