frame,ID,x,y,w,h,scenefolderpath,crossing_true,filename
0,pedestrian,1057.0,656.0,31.0,91.0,JAAD\scene\0275,0,0000.png
1,pedestrian,1058.0,657.0,31.0,92.0,JAAD\scene\0275,0,0001.png
2,pedestrian,1059.0,657.0,31.0,94.0,JAAD\scene\0275,0,0002.png
3,pedestrian,1061.0,658.0,31.0,95.0,JAAD\scene\0275,0,0003.png
4,pedestrian,1062.0,658.0,31.0,97.0,JAAD\scene\0275,0,0004.png
5,pedestrian,1063.0,659.0,31.0,98.0,JAAD\scene\0275,0,0005.png
6,pedestrian,1065.0,658.0,31.0,99.0,JAAD\scene\0275,0,0006.png
7,pedestrian,1066.0,658.0,31.0,100.0,JAAD\scene\0275,0,0007.png
8,pedestrian,1068.0,657.0,30.0,101.0,JAAD\scene\0275,0,0008.png
9,pedestrian,1069.0,656.0,30.0,102.0,JAAD\scene\0275,0,0009.png
10,pedestrian,1070.0,655.0,29.0,102.0,JAAD\scene\0275,0,0010.png
11,pedestrian,1072.0,654.0,29.0,102.0,JAAD\scene\0275,0,0011.png
12,pedestrian,1073.0,653.0,28.0,102.0,JAAD\scene\0275,0,0012.png
13,pedestrian,1073.0,653.0,29.0,104.0,JAAD\scene\0275,0,0013.png
14,pedestrian,1074.0,652.0,29.0,105.0,JAAD\scene\0275,0,0014.png
15,pedestrian,1074.0,652.0,30.0,107.0,JAAD\scene\0275,0,0015.png
16,pedestrian,1075.0,653.0,31.0,107.0,JAAD\scene\0275,0,0016.png
17,pedestrian,1076.0,654.0,32.0,108.0,JAAD\scene\0275,0,0017.png
18,pedestrian,1077.0,654.0,33.0,108.0,JAAD\scene\0275,0,0018.png
19,pedestrian,1078.0,655.0,34.0,108.0,JAAD\scene\0275,0,0019.png
20,pedestrian,1079.0,655.0,34.0,110.0,JAAD\scene\0275,0,0020.png
21,pedestrian,1081.0,656.0,34.0,112.0,JAAD\scene\0275,0,0021.png
22,pedestrian,1082.0,656.0,34.0,114.0,JAAD\scene\0275,0,0022.png
23,pedestrian,1083.0,656.0,35.0,115.0,JAAD\scene\0275,0,0023.png
24,pedestrian,1084.0,656.0,37.0,116.0,JAAD\scene\0275,0,0024.png
25,pedestrian,1084.0,656.0,38.0,117.0,JAAD\scene\0275,0,0025.png
26,pedestrian,1085.0,656.0,39.0,118.0,JAAD\scene\0275,0,0026.png
27,pedestrian,1086.0,655.0,39.0,118.0,JAAD\scene\0275,0,0027.png
28,pedestrian,1088.0,655.0,40.0,118.0,JAAD\scene\0275,0,0028.png
29,pedestrian,1089.0,654.0,40.0,117.0,JAAD\scene\0275,0,0029.png
30,pedestrian,1090.0,653.0,40.0,117.0,JAAD\scene\0275,0,0030.png
31,pedestrian,1089.0,652.0,42.0,118.0,JAAD\scene\0275,0,0031.png
32,pedestrian,1089.0,651.0,44.0,120.0,JAAD\scene\0275,0,0032.png
33,pedestrian,1088.0,649.0,46.0,121.0,JAAD\scene\0275,0,0033.png
34,pedestrian,1087.0,648.0,48.0,122.0,JAAD\scene\0275,0,0034.png
35,pedestrian,1090.0,647.0,47.0,124.0,JAAD\scene\0275,0,0035.png
36,pedestrian,1093.0,647.0,46.0,126.0,JAAD\scene\0275,0,0036.png
37,pedestrian,1095.0,646.0,44.0,127.0,JAAD\scene\0275,0,0037.png
38,pedestrian,1098.0,645.0,43.0,129.0,JAAD\scene\0275,0,0038.png
39,pedestrian,1097.0,644.0,46.0,131.0,JAAD\scene\0275,0,0039.png
40,pedestrian,1097.0,643.0,50.0,133.0,JAAD\scene\0275,0,0040.png
41,pedestrian,1096.0,641.0,53.0,135.0,JAAD\scene\0275,0,0041.png
42,pedestrian,1095.0,640.0,56.0,137.0,JAAD\scene\0275,0,0042.png
43,pedestrian,1099.0,639.0,54.0,138.0,JAAD\scene\0275,0,0043.png
44,pedestrian,1102.0,637.0,52.0,138.0,JAAD\scene\0275,0,0044.png
45,pedestrian,1106.0,636.0,49.0,139.0,JAAD\scene\0275,0,0045.png
46,pedestrian,1109.0,634.0,47.0,139.0,JAAD\scene\0275,0,0046.png
47,pedestrian,1109.0,633.0,49.0,140.0,JAAD\scene\0275,0,0047.png
48,pedestrian,1110.0,632.0,51.0,142.0,JAAD\scene\0275,0,0048.png
49,pedestrian,1110.0,631.0,53.0,143.0,JAAD\scene\0275,0,0049.png
50,pedestrian,1111.0,633.0,53.0,144.0,JAAD\scene\0275,0,0050.png
51,pedestrian,1113.0,634.0,52.0,144.0,JAAD\scene\0275,0,0051.png
52,pedestrian,1114.0,636.0,52.0,145.0,JAAD\scene\0275,0,0052.png
53,pedestrian,1114.0,636.0,55.0,147.0,JAAD\scene\0275,0,0053.png
54,pedestrian,1113.0,635.0,58.0,150.0,JAAD\scene\0275,0,0054.png
55,pedestrian,1113.0,635.0,61.0,152.0,JAAD\scene\0275,0,0055.png
56,pedestrian,1116.0,635.0,59.0,153.0,JAAD\scene\0275,0,0056.png
57,pedestrian,1118.0,635.0,58.0,153.0,JAAD\scene\0275,0,0057.png
58,pedestrian,1121.0,635.0,56.0,154.0,JAAD\scene\0275,0,0058.png
59,pedestrian,1122.0,635.0,56.0,155.0,JAAD\scene\0275,0,0059.png
60,pedestrian,1124.0,635.0,56.0,156.0,JAAD\scene\0275,0,0060.png
61,pedestrian,1125.0,634.0,56.0,156.0,JAAD\scene\0275,0,0061.png
62,pedestrian,1126.0,634.0,56.0,157.0,JAAD\scene\0275,0,0062.png
63,pedestrian,1128.0,634.0,56.0,158.0,JAAD\scene\0275,0,0063.png
64,pedestrian,1130.0,634.0,57.0,159.0,JAAD\scene\0275,0,0064.png
65,pedestrian,1131.0,634.0,57.0,161.0,JAAD\scene\0275,0,0065.png
66,pedestrian,1133.0,634.0,58.0,162.0,JAAD\scene\0275,0,0066.png
67,pedestrian,1135.0,634.0,58.0,163.0,JAAD\scene\0275,0,0067.png
68,pedestrian,1136.0,634.0,59.0,164.0,JAAD\scene\0275,0,0068.png
69,pedestrian,1136.0,633.0,61.0,166.0,JAAD\scene\0275,0,0069.png
70,pedestrian,1137.0,633.0,62.0,167.0,JAAD\scene\0275,0,0070.png
71,pedestrian,1137.0,632.0,63.0,168.0,JAAD\scene\0275,0,0071.png
72,pedestrian,1137.0,632.0,65.0,169.0,JAAD\scene\0275,0,0072.png
73,pedestrian,1137.0,633.0,66.0,170.0,JAAD\scene\0275,0,0073.png
74,pedestrian,1137.0,633.0,68.0,171.0,JAAD\scene\0275,0,0074.png
75,pedestrian,1137.0,633.0,69.0,172.0,JAAD\scene\0275,0,0075.png
76,pedestrian,1138.0,637.0,68.0,175.0,JAAD\scene\0275,0,0076.png
77,pedestrian,1140.0,640.0,67.0,178.0,JAAD\scene\0275,0,0077.png
78,pedestrian,1141.0,644.0,66.0,180.0,JAAD\scene\0275,0,0078.png
79,pedestrian,1142.0,647.0,65.0,183.0,JAAD\scene\0275,0,0079.png
80,pedestrian,1141.0,650.0,68.0,182.0,JAAD\scene\0275,0,0080.png
81,pedestrian,1140.0,653.0,70.0,182.0,JAAD\scene\0275,0,0081.png
82,pedestrian,1138.0,656.0,73.0,181.0,JAAD\scene\0275,0,0082.png
83,pedestrian,1137.0,659.0,75.0,180.0,JAAD\scene\0275,0,0083.png
84,pedestrian,1137.0,653.0,76.0,180.0,JAAD\scene\0275,0,0084.png
85,pedestrian,1138.0,648.0,77.0,180.0,JAAD\scene\0275,0,0085.png
86,pedestrian,1138.0,642.0,77.0,180.0,JAAD\scene\0275,0,0086.png
87,pedestrian,1138.0,636.0,78.0,180.0,JAAD\scene\0275,0,0087.png
88,pedestrian,1136.0,634.0,80.0,180.0,JAAD\scene\0275,1,0088.png
89,pedestrian,1135.0,632.0,81.0,179.0,JAAD\scene\0275,1,0089.png
90,pedestrian,1133.0,629.0,83.0,179.0,JAAD\scene\0275,1,0090.png
91,pedestrian,1131.0,627.0,84.0,178.0,JAAD\scene\0275,1,0091.png
92,pedestrian,1127.0,628.0,81.0,179.0,JAAD\scene\0275,1,0092.png
93,pedestrian,1123.0,630.0,79.0,181.0,JAAD\scene\0275,1,0093.png
94,pedestrian,1119.0,631.0,76.0,182.0,JAAD\scene\0275,1,0094.png
95,pedestrian,1114.0,634.0,82.0,184.0,JAAD\scene\0275,1,0095.png
96,pedestrian,1110.0,636.0,88.0,185.0,JAAD\scene\0275,1,0096.png
97,pedestrian,1105.0,639.0,94.0,187.0,JAAD\scene\0275,1,0097.png
98,pedestrian,1096.0,641.0,103.0,187.0,JAAD\scene\0275,1,0098.png
99,pedestrian,1088.0,643.0,112.0,188.0,JAAD\scene\0275,1,0099.png
100,pedestrian,1079.0,644.0,120.0,188.0,JAAD\scene\0275,1,0100.png
101,pedestrian,1070.0,646.0,129.0,188.0,JAAD\scene\0275,1,0101.png
102,pedestrian,1065.0,647.0,127.0,188.0,JAAD\scene\0275,1,0102.png
103,pedestrian,1061.0,647.0,125.0,189.0,JAAD\scene\0275,1,0103.png
104,pedestrian,1056.0,648.0,123.0,189.0,JAAD\scene\0275,1,0104.png
105,pedestrian,1053.0,647.0,110.0,191.0,JAAD\scene\0275,1,0105.png
106,pedestrian,1050.0,646.0,97.0,194.0,JAAD\scene\0275,1,0106.png
107,pedestrian,1046.0,644.0,83.0,196.0,JAAD\scene\0275,1,0107.png
108,pedestrian,1043.0,643.0,70.0,198.0,JAAD\scene\0275,1,0108.png
109,pedestrian,1030.0,643.0,82.0,199.0,JAAD\scene\0275,1,0109.png
