frame,ID,x,y,w,h,scenefolderpath,crossing_true,filename
0,pedestrian,1011.0,679.0,20.0,46.0,JAAD\scene\0248,0,0000.png
1,pedestrian,1012.0,678.0,17.0,48.0,JAAD\scene\0248,0,0001.png
2,pedestrian,1012.0,678.0,18.0,49.0,JAAD\scene\0248,0,0002.png
3,pedestrian,1011.0,677.0,18.0,51.0,JAAD\scene\0248,0,0003.png
4,pedestrian,1010.0,676.0,19.0,52.0,JAAD\scene\0248,0,0004.png
5,pedestrian,1010.0,675.0,19.0,53.0,JAAD\scene\0248,0,0005.png
6,pedestrian,1011.0,674.0,18.0,53.0,JAAD\scene\0248,0,0006.png
7,pedestrian,1011.0,672.0,18.0,54.0,JAAD\scene\0248,0,0007.png
8,pedestrian,1011.0,671.0,17.0,54.0,JAAD\scene\0248,0,0008.png
9,pedestrian,1011.0,669.0,18.0,54.0,JAAD\scene\0248,0,0009.png
10,pedestrian,1011.0,668.0,19.0,55.0,JAAD\scene\0248,0,0010.png
11,pedestrian,1011.0,666.0,19.0,55.0,JAAD\scene\0248,0,0011.png
12,pedestrian,1011.0,664.0,20.0,55.0,JAAD\scene\0248,0,0012.png
13,pedestrian,1011.0,665.0,21.0,55.0,JAAD\scene\0248,0,0013.png
14,pedestrian,1012.0,666.0,21.0,56.0,JAAD\scene\0248,0,0014.png
15,pedestrian,1012.0,666.0,22.0,56.0,JAAD\scene\0248,0,0015.png
16,pedestrian,1012.0,667.0,22.0,56.0,JAAD\scene\0248,0,0016.png
17,pedestrian,1013.0,668.0,21.0,57.0,JAAD\scene\0248,0,0017.png
18,pedestrian,1014.0,669.0,20.0,58.0,JAAD\scene\0248,0,0018.png
19,pedestrian,1015.0,670.0,19.0,58.0,JAAD\scene\0248,0,0019.png
20,pedestrian,1016.0,671.0,18.0,59.0,JAAD\scene\0248,0,0020.png
21,pedestrian,1017.0,670.0,18.0,60.0,JAAD\scene\0248,0,0021.png
22,pedestrian,1018.0,669.0,19.0,61.0,JAAD\scene\0248,0,0022.png
23,pedestrian,1018.0,667.0,19.0,61.0,JAAD\scene\0248,0,0023.png
24,pedestrian,1019.0,666.0,19.0,62.0,JAAD\scene\0248,0,0024.png
25,pedestrian,1019.0,665.0,20.0,63.0,JAAD\scene\0248,0,0025.png
26,pedestrian,1020.0,663.0,21.0,64.0,JAAD\scene\0248,0,0026.png
27,pedestrian,1020.0,662.0,22.0,65.0,JAAD\scene\0248,0,0027.png
28,pedestrian,1021.0,663.0,22.0,64.0,JAAD\scene\0248,0,0028.png
29,pedestrian,1022.0,665.0,21.0,64.0,JAAD\scene\0248,0,0029.png
30,pedestrian,1022.0,666.0,21.0,63.0,JAAD\scene\0248,0,0030.png
31,pedestrian,1023.0,667.0,20.0,62.0,JAAD\scene\0248,0,0031.png
32,pedestrian,1023.0,667.0,21.0,64.0,JAAD\scene\0248,0,0032.png
33,pedestrian,1022.0,667.0,22.0,65.0,JAAD\scene\0248,0,0033.png
34,pedestrian,1022.0,667.0,23.0,67.0,JAAD\scene\0248,0,0034.png
35,pedestrian,1022.0,667.0,23.0,68.0,JAAD\scene\0248,0,0035.png
36,pedestrian,1023.0,666.0,24.0,68.0,JAAD\scene\0248,0,0036.png
37,pedestrian,1023.0,666.0,24.0,69.0,JAAD\scene\0248,0,0037.png
38,pedestrian,1024.0,667.0,24.0,68.0,JAAD\scene\0248,0,0038.png
39,pedestrian,1024.0,669.0,24.0,66.0,JAAD\scene\0248,0,0039.png
40,pedestrian,1025.0,670.0,24.0,65.0,JAAD\scene\0248,1,0040.png
