frame,ID,x,y,w,h,scenefolderpath,crossing_true,filename
0,pedestrian,740.0,682.0,24.0,52.0,JAAD\scene\0265,1,0000.png
1,pedestrian,740.0,682.0,24.0,51.0,JAAD\scene\0265,1,0001.png
2,pedestrian,741.0,682.0,24.0,50.0,JAAD\scene\0265,1,0002.png
3,pedestrian,741.0,681.0,25.0,48.0,JAAD\scene\0265,1,0003.png
4,pedestrian,742.0,681.0,25.0,47.0,JAAD\scene\0265,1,0004.png
5,pedestrian,742.0,681.0,25.0,46.0,JAAD\scene\0265,1,0005.png
6,pedestrian,743.0,681.0,24.0,46.0,JAAD\scene\0265,1,0006.png
7,pedestrian,743.0,680.0,23.0,47.0,JAAD\scene\0265,1,0007.png
8,pedestrian,744.0,680.0,22.0,47.0,JAAD\scene\0265,1,0008.png
9,pedestrian,746.0,680.0,22.0,47.0,JAAD\scene\0265,1,0009.png
10,pedestrian,748.0,679.0,22.0,47.0,JAAD\scene\0265,1,0010.png
11,pedestrian,750.0,679.0,21.0,47.0,JAAD\scene\0265,1,0011.png
12,pedestrian,752.0,678.0,21.0,47.0,JAAD\scene\0265,1,0012.png
13,pedestrian,753.0,677.0,21.0,47.0,JAAD\scene\0265,1,0013.png
14,pedestrian,755.0,677.0,21.0,46.0,JAAD\scene\0265,1,0014.png
15,pedestrian,756.0,676.0,21.0,46.0,JAAD\scene\0265,1,0015.png
16,pedestrian,755.0,675.0,23.0,48.0,JAAD\scene\0265,1,0016.png
17,pedestrian,755.0,673.0,24.0,49.0,JAAD\scene\0265,1,0017.png
18,pedestrian,754.0,672.0,26.0,51.0,JAAD\scene\0265,1,0018.png
19,pedestrian,755.0,673.0,26.0,51.0,JAAD\scene\0265,1,0019.png
20,pedestrian,757.0,673.0,26.0,51.0,JAAD\scene\0265,1,0020.png
21,pedestrian,758.0,674.0,26.0,51.0,JAAD\scene\0265,1,0021.png
22,pedestrian,758.0,674.0,27.0,52.0,JAAD\scene\0265,1,0022.png
23,pedestrian,757.0,675.0,29.0,53.0,JAAD\scene\0265,1,0023.png
24,pedestrian,757.0,675.0,30.0,54.0,JAAD\scene\0265,1,0024.png
25,pedestrian,757.0,675.0,30.0,53.0,JAAD\scene\0265,1,0025.png
26,pedestrian,758.0,676.0,31.0,53.0,JAAD\scene\0265,1,0026.png
27,pedestrian,758.0,676.0,31.0,52.0,JAAD\scene\0265,1,0027.png
28,pedestrian,760.0,674.0,31.0,53.0,JAAD\scene\0265,1,0028.png
29,pedestrian,762.0,672.0,30.0,55.0,JAAD\scene\0265,1,0029.png
30,pedestrian,764.0,670.0,30.0,56.0,JAAD\scene\0265,1,0030.png
31,pedestrian,764.0,670.0,30.0,56.0,JAAD\scene\0265,1,0031.png
32,pedestrian,764.0,669.0,30.0,56.0,JAAD\scene\0265,1,0032.png
