frame,ID,x,y,w,h,scenefolderpath,crossing_true,filename
0,pedestrian1,651.0,508.0,26.0,68.0,JAAD\scene\0133,1,0000.png
1,pedestrian1,651.0,505.0,29.0,69.0,JAAD\scene\0133,1,0001.png
2,pedestrian1,651.0,503.0,32.0,70.0,JAAD\scene\0133,1,0002.png
3,pedestrian1,650.0,500.0,35.0,71.0,JAAD\scene\0133,1,0003.png
4,pedestrian1,650.0,497.0,38.0,72.0,JAAD\scene\0133,1,0004.png
5,pedestrian1,652.0,497.0,37.0,73.0,JAAD\scene\0133,1,0005.png
6,pedestrian1,654.0,497.0,37.0,74.0,JAAD\scene\0133,1,0006.png
7,pedestrian1,656.0,496.0,36.0,74.0,JAAD\scene\0133,1,0007.png
8,pedestrian1,658.0,496.0,36.0,75.0,JAAD\scene\0133,1,0008.png
9,pedestrian1,660.0,496.0,35.0,76.0,JAAD\scene\0133,1,0009.png
10,pedestrian1,661.0,496.0,36.0,76.0,JAAD\scene\0133,1,0010.png
11,pedestrian1,661.0,496.0,36.0,77.0,JAAD\scene\0133,1,0011.png
12,pedestrian1,662.0,496.0,37.0,77.0,JAAD\scene\0133,1,0012.png
13,pedestrian1,662.0,496.0,37.0,78.0,JAAD\scene\0133,1,0013.png
14,pedestrian1,663.0,496.0,38.0,78.0,JAAD\scene\0133,1,0014.png
15,pedestrian1,665.0,496.0,36.0,78.0,JAAD\scene\0133,1,0015.png
16,pedestrian1,667.0,497.0,34.0,78.0,JAAD\scene\0133,1,0016.png
17,pedestrian1,668.0,497.0,32.0,79.0,JAAD\scene\0133,1,0017.png
18,pedestrian1,670.0,498.0,30.0,79.0,JAAD\scene\0133,1,0018.png
19,pedestrian1,672.0,498.0,28.0,79.0,JAAD\scene\0133,1,0019.png
20,pedestrian1,672.0,498.0,31.0,80.0,JAAD\scene\0133,1,0020.png
21,pedestrian1,672.0,499.0,33.0,82.0,JAAD\scene\0133,1,0021.png
22,pedestrian1,673.0,499.0,36.0,83.0,JAAD\scene\0133,1,0022.png
23,pedestrian1,673.0,500.0,38.0,85.0,JAAD\scene\0133,1,0023.png
24,pedestrian1,673.0,500.0,41.0,86.0,JAAD\scene\0133,1,0024.png
25,pedestrian1,674.0,499.0,40.0,86.0,JAAD\scene\0133,1,0025.png
26,pedestrian1,676.0,498.0,39.0,86.0,JAAD\scene\0133,1,0026.png
27,pedestrian1,677.0,497.0,38.0,87.0,JAAD\scene\0133,1,0027.png
28,pedestrian1,679.0,496.0,37.0,87.0,JAAD\scene\0133,1,0028.png
29,pedestrian1,680.0,495.0,36.0,87.0,JAAD\scene\0133,1,0029.png
30,pedestrian1,681.0,494.0,38.0,88.0,JAAD\scene\0133,1,0030.png
31,pedestrian1,681.0,493.0,40.0,89.0,JAAD\scene\0133,1,0031.png
32,pedestrian1,682.0,493.0,41.0,89.0,JAAD\scene\0133,1,0032.png
33,pedestrian1,682.0,492.0,43.0,90.0,JAAD\scene\0133,1,0033.png
34,pedestrian1,683.0,491.0,45.0,91.0,JAAD\scene\0133,1,0034.png
35,pedestrian1,684.0,492.0,44.0,91.0,JAAD\scene\0133,1,0035.png
36,pedestrian1,685.0,493.0,43.0,91.0,JAAD\scene\0133,1,0036.png
37,pedestrian1,686.0,494.0,42.0,92.0,JAAD\scene\0133,1,0037.png
38,pedestrian1,687.0,495.0,41.0,92.0,JAAD\scene\0133,1,0038.png
39,pedestrian1,688.0,496.0,40.0,92.0,JAAD\scene\0133,1,0039.png
40,pedestrian1,690.0,495.0,40.0,93.0,JAAD\scene\0133,1,0040.png
41,pedestrian1,691.0,493.0,41.0,94.0,JAAD\scene\0133,1,0041.png
42,pedestrian1,693.0,492.0,41.0,95.0,JAAD\scene\0133,1,0042.png
43,pedestrian1,694.0,490.0,42.0,96.0,JAAD\scene\0133,1,0043.png
44,pedestrian1,696.0,489.0,42.0,97.0,JAAD\scene\0133,1,0044.png
45,pedestrian1,697.0,489.0,42.0,98.0,JAAD\scene\0133,1,0045.png
46,pedestrian1,698.0,489.0,41.0,99.0,JAAD\scene\0133,1,0046.png
47,pedestrian1,700.0,488.0,41.0,99.0,JAAD\scene\0133,1,0047.png
48,pedestrian1,701.0,488.0,40.0,100.0,JAAD\scene\0133,1,0048.png
