frame,ID,x,y,w,h,scenefolderpath,crossing_true,filename
0,pedestrian,1024.0,676.0,25.0,62.0,JAAD\scene\0186,0,0000.png
1,pedestrian,1026.0,674.0,25.0,63.0,JAAD\scene\0186,0,0001.png
2,pedestrian,1028.0,672.0,25.0,64.0,JAAD\scene\0186,0,0002.png
3,pedestrian,1031.0,670.0,25.0,65.0,JAAD\scene\0186,0,0003.png
4,pedestrian,1033.0,668.0,25.0,66.0,JAAD\scene\0186,0,0004.png
5,pedestrian,1035.0,666.0,25.0,67.0,JAAD\scene\0186,0,0005.png
6,pedestrian,1037.0,664.0,25.0,68.0,JAAD\scene\0186,0,0006.png
7,pedestrian,1040.0,662.0,25.0,68.0,JAAD\scene\0186,0,0007.png
8,pedestrian,1042.0,661.0,24.0,68.0,JAAD\scene\0186,0,0008.png
9,pedestrian,1045.0,659.0,24.0,69.0,JAAD\scene\0186,0,0009.png
10,pedestrian,1047.0,657.0,24.0,69.0,JAAD\scene\0186,0,0010.png
11,pedestrian,1050.0,656.0,23.0,69.0,JAAD\scene\0186,0,0011.png
12,pedestrian,1052.0,654.0,23.0,69.0,JAAD\scene\0186,0,0012.png
13,pedestrian,1054.0,652.0,23.0,71.0,JAAD\scene\0186,0,0013.png
14,pedestrian,1057.0,650.0,23.0,72.0,JAAD\scene\0186,0,0014.png
15,pedestrian,1059.0,647.0,24.0,74.0,JAAD\scene\0186,0,0015.png
16,pedestrian,1062.0,645.0,24.0,75.0,JAAD\scene\0186,0,0016.png
17,pedestrian,1064.0,643.0,24.0,77.0,JAAD\scene\0186,0,0017.png
18,pedestrian,1067.0,646.0,25.0,78.0,JAAD\scene\0186,0,0018.png
19,pedestrian,1070.0,649.0,25.0,79.0,JAAD\scene\0186,0,0019.png
20,pedestrian,1074.0,651.0,26.0,80.0,JAAD\scene\0186,0,0020.png
21,pedestrian,1077.0,654.0,26.0,81.0,JAAD\scene\0186,0,0021.png
22,pedestrian,1080.0,657.0,27.0,82.0,JAAD\scene\0186,0,0022.png
23,pedestrian,1084.0,660.0,27.0,83.0,JAAD\scene\0186,0,0023.png
24,pedestrian,1088.0,663.0,26.0,84.0,JAAD\scene\0186,0,0024.png
