frame,ID,x,y,w,h,scenefolderpath,crossing_true,filename
0,pedestrian1,930.0,696.0,40.0,70.0,JAAD\scene\0157,1,0000.png
1,pedestrian1,929.0,696.0,41.0,70.0,JAAD\scene\0157,1,0001.png
2,pedestrian1,928.0,697.0,42.0,70.0,JAAD\scene\0157,1,0002.png
3,pedestrian1,927.0,697.0,42.0,69.0,JAAD\scene\0157,1,0003.png
4,pedestrian1,926.0,697.0,43.0,69.0,JAAD\scene\0157,1,0004.png
5,pedestrian1,926.0,696.0,40.0,70.0,JAAD\scene\0157,1,0005.png
6,pedestrian1,925.0,696.0,37.0,71.0,JAAD\scene\0157,1,0006.png
7,pedestrian1,925.0,695.0,34.0,73.0,JAAD\scene\0157,1,0007.png
8,pedestrian1,924.0,695.0,31.0,74.0,JAAD\scene\0157,1,0008.png
9,pedestrian1,924.0,694.0,28.0,75.0,JAAD\scene\0157,1,0009.png
10,pedestrian1,920.0,694.0,30.0,76.0,JAAD\scene\0157,1,0010.png
11,pedestrian1,917.0,695.0,33.0,76.0,JAAD\scene\0157,1,0011.png
12,pedestrian1,913.0,695.0,35.0,77.0,JAAD\scene\0157,1,0012.png
13,pedestrian1,910.0,696.0,38.0,77.0,JAAD\scene\0157,1,0013.png
14,pedestrian1,906.0,696.0,40.0,78.0,JAAD\scene\0157,1,0014.png
15,pedestrian1,904.0,695.0,41.0,79.0,JAAD\scene\0157,1,0015.png
16,pedestrian1,901.0,695.0,43.0,80.0,JAAD\scene\0157,1,0016.png
17,pedestrian1,899.0,694.0,44.0,81.0,JAAD\scene\0157,1,0017.png
18,pedestrian1,896.0,694.0,46.0,82.0,JAAD\scene\0157,1,0018.png
19,pedestrian1,894.0,693.0,47.0,83.0,JAAD\scene\0157,1,0019.png
20,pedestrian1,892.0,693.0,45.0,84.0,JAAD\scene\0157,1,0020.png
21,pedestrian1,890.0,693.0,44.0,85.0,JAAD\scene\0157,1,0021.png
22,pedestrian1,889.0,694.0,42.0,87.0,JAAD\scene\0157,1,0022.png
23,pedestrian1,887.0,694.0,41.0,88.0,JAAD\scene\0157,1,0023.png
24,pedestrian1,885.0,694.0,39.0,89.0,JAAD\scene\0157,1,0024.png
25,pedestrian1,881.0,694.0,41.0,90.0,JAAD\scene\0157,1,0025.png
26,pedestrian1,877.0,694.0,42.0,91.0,JAAD\scene\0157,1,0026.png
27,pedestrian1,873.0,693.0,44.0,91.0,JAAD\scene\0157,1,0027.png
28,pedestrian1,869.0,693.0,45.0,92.0,JAAD\scene\0157,1,0028.png
29,pedestrian1,865.0,693.0,47.0,93.0,JAAD\scene\0157,1,0029.png
30,pedestrian1,861.0,692.0,51.0,94.0,JAAD\scene\0157,1,0030.png
31,pedestrian1,857.0,691.0,54.0,95.0,JAAD\scene\0157,1,0031.png
32,pedestrian1,852.0,691.0,58.0,97.0,JAAD\scene\0157,1,0032.png
33,pedestrian1,848.0,690.0,61.0,98.0,JAAD\scene\0157,1,0033.png
34,pedestrian1,844.0,689.0,65.0,99.0,JAAD\scene\0157,1,0034.png
35,pedestrian1,843.0,688.0,62.0,101.0,JAAD\scene\0157,1,0035.png
36,pedestrian1,842.0,686.0,59.0,103.0,JAAD\scene\0157,1,0036.png
37,pedestrian1,841.0,685.0,57.0,105.0,JAAD\scene\0157,1,0037.png
38,pedestrian1,840.0,683.0,54.0,107.0,JAAD\scene\0157,1,0038.png
39,pedestrian1,839.0,682.0,51.0,109.0,JAAD\scene\0157,1,0039.png
40,pedestrian1,836.0,681.0,49.0,112.0,JAAD\scene\0157,1,0040.png
41,pedestrian1,832.0,680.0,46.0,114.0,JAAD\scene\0157,1,0041.png
42,pedestrian1,829.0,680.0,44.0,117.0,JAAD\scene\0157,1,0042.png
43,pedestrian1,825.0,679.0,41.0,119.0,JAAD\scene\0157,1,0043.png
44,pedestrian1,822.0,678.0,39.0,122.0,JAAD\scene\0157,1,0044.png
45,pedestrian1,813.0,679.0,47.0,124.0,JAAD\scene\0157,1,0045.png
46,pedestrian1,804.0,680.0,55.0,126.0,JAAD\scene\0157,1,0046.png
47,pedestrian1,796.0,680.0,64.0,127.0,JAAD\scene\0157,1,0047.png
48,pedestrian1,787.0,681.0,72.0,129.0,JAAD\scene\0157,1,0048.png
49,pedestrian1,778.0,682.0,80.0,131.0,JAAD\scene\0157,1,0049.png
50,pedestrian1,775.0,682.0,80.0,133.0,JAAD\scene\0157,1,0050.png
51,pedestrian1,771.0,682.0,79.0,136.0,JAAD\scene\0157,1,0051.png
52,pedestrian1,768.0,683.0,79.0,138.0,JAAD\scene\0157,1,0052.png
53,pedestrian1,764.0,683.0,78.0,141.0,JAAD\scene\0157,1,0053.png
54,pedestrian1,761.0,683.0,78.0,143.0,JAAD\scene\0157,1,0054.png
55,pedestrian1,756.0,679.0,74.0,148.0,JAAD\scene\0157,1,0055.png
56,pedestrian1,752.0,675.0,70.0,153.0,JAAD\scene\0157,1,0056.png
57,pedestrian1,747.0,670.0,67.0,159.0,JAAD\scene\0157,1,0057.png
58,pedestrian1,743.0,666.0,63.0,164.0,JAAD\scene\0157,1,0058.png
59,pedestrian1,738.0,662.0,59.0,169.0,JAAD\scene\0157,1,0059.png
60,pedestrian1,726.0,662.0,66.0,173.0,JAAD\scene\0157,1,0060.png
61,pedestrian1,714.0,662.0,74.0,176.0,JAAD\scene\0157,1,0061.png
62,pedestrian1,701.0,661.0,81.0,180.0,JAAD\scene\0157,1,0062.png
63,pedestrian1,689.0,661.0,89.0,183.0,JAAD\scene\0157,1,0063.png
64,pedestrian1,677.0,661.0,96.0,187.0,JAAD\scene\0157,1,0064.png
65,pedestrian1,667.0,661.0,101.0,190.0,JAAD\scene\0157,1,0065.png
66,pedestrian1,656.0,660.0,106.0,193.0,JAAD\scene\0157,1,0066.png
67,pedestrian1,646.0,660.0,112.0,195.0,JAAD\scene\0157,1,0067.png
68,pedestrian1,635.0,659.0,117.0,198.0,JAAD\scene\0157,1,0068.png
69,pedestrian1,625.0,659.0,122.0,201.0,JAAD\scene\0157,1,0069.png
70,pedestrian1,618.0,657.0,115.0,207.0,JAAD\scene\0157,1,0070.png
71,pedestrian1,611.0,655.0,109.0,212.0,JAAD\scene\0157,1,0071.png
72,pedestrian1,605.0,653.0,102.0,218.0,JAAD\scene\0157,1,0072.png
73,pedestrian1,598.0,651.0,96.0,223.0,JAAD\scene\0157,1,0073.png
74,pedestrian1,591.0,649.0,89.0,229.0,JAAD\scene\0157,1,0074.png
75,pedestrian1,574.0,647.0,91.0,237.0,JAAD\scene\0157,1,0075.png
76,pedestrian1,557.0,645.0,93.0,244.0,JAAD\scene\0157,1,0076.png
77,pedestrian1,540.0,642.0,95.0,252.0,JAAD\scene\0157,1,0077.png
78,pedestrian1,523.0,640.0,97.0,259.0,JAAD\scene\0157,1,0078.png
79,pedestrian1,506.0,638.0,99.0,267.0,JAAD\scene\0157,1,0079.png
80,pedestrian1,478.0,638.0,115.0,275.0,JAAD\scene\0157,1,0080.png
81,pedestrian1,451.0,637.0,130.0,282.0,JAAD\scene\0157,1,0081.png
82,pedestrian1,423.0,637.0,146.0,290.0,JAAD\scene\0157,1,0082.png
83,pedestrian1,396.0,636.0,161.0,297.0,JAAD\scene\0157,1,0083.png
84,pedestrian1,368.0,636.0,177.0,305.0,JAAD\scene\0157,1,0084.png
85,pedestrian1,348.0,634.0,176.0,315.0,JAAD\scene\0157,1,0085.png
86,pedestrian1,329.0,632.0,174.0,325.0,JAAD\scene\0157,1,0086.png
87,pedestrian1,309.0,629.0,173.0,334.0,JAAD\scene\0157,1,0087.png
88,pedestrian1,290.0,627.0,171.0,344.0,JAAD\scene\0157,1,0088.png
89,pedestrian1,270.0,625.0,170.0,354.0,JAAD\scene\0157,1,0089.png
0,pedestrian3,405.0,675.0,65.0,141.0,JAAD\scene\0157,0,0000.png
1,pedestrian3,394.0,673.0,66.0,144.0,JAAD\scene\0157,0,0001.png
2,pedestrian3,384.0,672.0,66.0,147.0,JAAD\scene\0157,0,0002.png
3,pedestrian3,373.0,671.0,66.0,150.0,JAAD\scene\0157,0,0003.png
4,pedestrian3,363.0,669.0,66.0,154.0,JAAD\scene\0157,0,0004.png
5,pedestrian3,365.0,659.0,67.0,157.0,JAAD\scene\0157,0,0005.png
