frame,ID,x,y,w,h,scenefolderpath,crossing_true,filename
0,pedestrian,1018.0,576.0,36.0,103.0,JAAD\scene\0196,0,0000.png
1,pedestrian,1021.0,577.0,35.0,103.0,JAAD\scene\0196,0,0001.png
2,pedestrian,1023.0,578.0,34.0,102.0,JAAD\scene\0196,0,0002.png
3,pedestrian,1026.0,579.0,33.0,102.0,JAAD\scene\0196,0,0003.png
4,pedestrian,1028.0,581.0,34.0,102.0,JAAD\scene\0196,0,0004.png
5,pedestrian,1030.0,582.0,35.0,103.0,JAAD\scene\0196,0,0005.png
6,pedestrian,1031.0,584.0,35.0,103.0,JAAD\scene\0196,0,0006.png
7,pedestrian,1033.0,585.0,36.0,103.0,JAAD\scene\0196,0,0007.png
8,pedestrian,1035.0,586.0,36.0,106.0,JAAD\scene\0196,0,0008.png
9,pedestrian,1037.0,586.0,37.0,108.0,JAAD\scene\0196,0,0009.png
10,pedestrian,1039.0,587.0,37.0,111.0,JAAD\scene\0196,0,0010.png
11,pedestrian,1041.0,587.0,37.0,113.0,JAAD\scene\0196,0,0011.png
12,pedestrian,1042.0,588.0,38.0,114.0,JAAD\scene\0196,0,0012.png
13,pedestrian,1043.0,588.0,39.0,115.0,JAAD\scene\0196,0,0013.png
14,pedestrian,1044.0,589.0,40.0,115.0,JAAD\scene\0196,0,0014.png
15,pedestrian,1045.0,589.0,41.0,116.0,JAAD\scene\0196,0,0015.png
16,pedestrian,1048.0,589.0,41.0,117.0,JAAD\scene\0196,0,0016.png
17,pedestrian,1050.0,589.0,41.0,118.0,JAAD\scene\0196,0,0017.png
18,pedestrian,1053.0,589.0,41.0,118.0,JAAD\scene\0196,0,0018.png
19,pedestrian,1055.0,589.0,41.0,119.0,JAAD\scene\0196,0,0019.png
20,pedestrian,1057.0,586.0,41.0,120.0,JAAD\scene\0196,0,0020.png
21,pedestrian,1059.0,584.0,41.0,120.0,JAAD\scene\0196,0,0021.png
22,pedestrian,1061.0,581.0,42.0,121.0,JAAD\scene\0196,0,0022.png
23,pedestrian,1063.0,579.0,42.0,121.0,JAAD\scene\0196,0,0023.png
24,pedestrian,1065.0,576.0,42.0,122.0,JAAD\scene\0196,0,0024.png
25,pedestrian,1067.0,573.0,44.0,123.0,JAAD\scene\0196,0,0025.png
26,pedestrian,1069.0,570.0,46.0,124.0,JAAD\scene\0196,0,0026.png
27,pedestrian,1071.0,567.0,47.0,125.0,JAAD\scene\0196,0,0027.png
28,pedestrian,1073.0,564.0,49.0,126.0,JAAD\scene\0196,0,0028.png
29,pedestrian,1076.0,559.0,49.0,129.0,JAAD\scene\0196,0,0029.png
30,pedestrian,1079.0,555.0,48.0,132.0,JAAD\scene\0196,0,0030.png
31,pedestrian,1082.0,550.0,48.0,134.0,JAAD\scene\0196,0,0031.png
32,pedestrian,1085.0,545.0,47.0,137.0,JAAD\scene\0196,0,0032.png
33,pedestrian,1088.0,544.0,47.0,139.0,JAAD\scene\0196,0,0033.png
34,pedestrian,1091.0,544.0,47.0,141.0,JAAD\scene\0196,0,0034.png
35,pedestrian,1093.0,543.0,47.0,143.0,JAAD\scene\0196,0,0035.png
36,pedestrian,1096.0,542.0,47.0,145.0,JAAD\scene\0196,0,0036.png
37,pedestrian,1099.0,543.0,48.0,148.0,JAAD\scene\0196,0,0037.png
38,pedestrian,1101.0,543.0,49.0,152.0,JAAD\scene\0196,0,0038.png
39,pedestrian,1104.0,544.0,50.0,155.0,JAAD\scene\0196,0,0039.png
40,pedestrian,1106.0,544.0,51.0,158.0,JAAD\scene\0196,0,0040.png
41,pedestrian,1109.0,547.0,52.0,157.0,JAAD\scene\0196,0,0041.png
42,pedestrian,1113.0,550.0,52.0,156.0,JAAD\scene\0196,0,0042.png
43,pedestrian,1116.0,553.0,53.0,155.0,JAAD\scene\0196,0,0043.png
44,pedestrian,1119.0,556.0,53.0,154.0,JAAD\scene\0196,0,0044.png
45,pedestrian,1121.0,557.0,53.0,155.0,JAAD\scene\0196,0,0045.png
46,pedestrian,1123.0,558.0,54.0,157.0,JAAD\scene\0196,0,0046.png
47,pedestrian,1125.0,559.0,54.0,158.0,JAAD\scene\0196,0,0047.png
48,pedestrian,1127.0,560.0,54.0,159.0,JAAD\scene\0196,0,0048.png
49,pedestrian,1129.0,560.0,55.0,160.0,JAAD\scene\0196,0,0049.png
50,pedestrian,1131.0,559.0,57.0,161.0,JAAD\scene\0196,0,0050.png
51,pedestrian,1132.0,559.0,58.0,162.0,JAAD\scene\0196,0,0051.png
52,pedestrian,1134.0,558.0,59.0,163.0,JAAD\scene\0196,0,0052.png
53,pedestrian,1134.0,557.0,61.0,164.0,JAAD\scene\0196,1,0053.png
54,pedestrian,1134.0,556.0,63.0,164.0,JAAD\scene\0196,1,0054.png
55,pedestrian,1134.0,554.0,64.0,165.0,JAAD\scene\0196,1,0055.png
56,pedestrian,1134.0,553.0,66.0,165.0,JAAD\scene\0196,1,0056.png
57,pedestrian,1133.0,552.0,70.0,167.0,JAAD\scene\0196,1,0057.png
58,pedestrian,1131.0,551.0,74.0,168.0,JAAD\scene\0196,1,0058.png
59,pedestrian,1130.0,549.0,77.0,170.0,JAAD\scene\0196,1,0059.png
60,pedestrian,1128.0,548.0,81.0,171.0,JAAD\scene\0196,1,0060.png
61,pedestrian,1126.0,550.0,87.0,173.0,JAAD\scene\0196,1,0061.png
62,pedestrian,1124.0,552.0,93.0,174.0,JAAD\scene\0196,1,0062.png
63,pedestrian,1122.0,553.0,98.0,176.0,JAAD\scene\0196,1,0063.png
64,pedestrian,1120.0,555.0,104.0,177.0,JAAD\scene\0196,1,0064.png
65,pedestrian,1121.0,556.0,105.0,180.0,JAAD\scene\0196,1,0065.png
66,pedestrian,1121.0,558.0,105.0,183.0,JAAD\scene\0196,1,0066.png
67,pedestrian,1122.0,559.0,106.0,185.0,JAAD\scene\0196,1,0067.png
68,pedestrian,1122.0,560.0,106.0,188.0,JAAD\scene\0196,1,0068.png
69,pedestrian,1120.0,559.0,103.0,190.0,JAAD\scene\0196,1,0069.png
70,pedestrian,1118.0,558.0,100.0,192.0,JAAD\scene\0196,1,0070.png
71,pedestrian,1116.0,556.0,97.0,194.0,JAAD\scene\0196,1,0071.png
72,pedestrian,1114.0,555.0,94.0,196.0,JAAD\scene\0196,1,0072.png
73,pedestrian,1113.0,553.0,90.0,198.0,JAAD\scene\0196,1,0073.png
74,pedestrian,1111.0,552.0,86.0,201.0,JAAD\scene\0196,1,0074.png
75,pedestrian,1110.0,550.0,82.0,203.0,JAAD\scene\0196,1,0075.png
76,pedestrian,1100.0,549.0,95.0,205.0,JAAD\scene\0196,1,0076.png
77,pedestrian,1091.0,549.0,108.0,208.0,JAAD\scene\0196,1,0077.png
78,pedestrian,1081.0,548.0,121.0,210.0,JAAD\scene\0196,1,0078.png
79,pedestrian,1080.0,548.0,121.0,212.0,JAAD\scene\0196,1,0079.png
80,pedestrian,1078.0,547.0,121.0,213.0,JAAD\scene\0196,1,0080.png
81,pedestrian,1077.0,547.0,120.0,215.0,JAAD\scene\0196,1,0081.png
82,pedestrian,1075.0,546.0,120.0,216.0,JAAD\scene\0196,1,0082.png
83,pedestrian,1071.0,546.0,115.0,221.0,JAAD\scene\0196,1,0083.png
84,pedestrian,1067.0,545.0,110.0,226.0,JAAD\scene\0196,1,0084.png
85,pedestrian,1063.0,545.0,104.0,230.0,JAAD\scene\0196,1,0085.png
86,pedestrian,1059.0,544.0,99.0,235.0,JAAD\scene\0196,1,0086.png
87,pedestrian,1052.0,547.0,103.0,235.0,JAAD\scene\0196,1,0087.png
88,pedestrian,1044.0,550.0,106.0,234.0,JAAD\scene\0196,1,0088.png
89,pedestrian,1037.0,553.0,110.0,234.0,JAAD\scene\0196,1,0089.png
90,pedestrian,1022.0,553.0,127.0,236.0,JAAD\scene\0196,1,0090.png
91,pedestrian,1008.0,554.0,144.0,237.0,JAAD\scene\0196,1,0091.png
92,pedestrian,993.0,554.0,161.0,239.0,JAAD\scene\0196,1,0092.png
93,pedestrian,989.0,555.0,163.0,239.0,JAAD\scene\0196,1,0093.png
94,pedestrian,984.0,556.0,165.0,239.0,JAAD\scene\0196,1,0094.png
95,pedestrian,980.0,557.0,167.0,239.0,JAAD\scene\0196,1,0095.png
96,pedestrian,978.0,554.0,155.0,243.0,JAAD\scene\0196,1,0096.png
97,pedestrian,977.0,552.0,143.0,247.0,JAAD\scene\0196,1,0097.png
98,pedestrian,975.0,549.0,131.0,251.0,JAAD\scene\0196,1,0098.png
99,pedestrian,973.0,546.0,119.0,255.0,JAAD\scene\0196,1,0099.png
100,pedestrian,962.0,547.0,122.0,259.0,JAAD\scene\0196,1,0100.png
101,pedestrian,951.0,549.0,126.0,263.0,JAAD\scene\0196,1,0101.png
102,pedestrian,940.0,550.0,129.0,266.0,JAAD\scene\0196,1,0102.png
103,pedestrian,929.0,551.0,132.0,270.0,JAAD\scene\0196,1,0103.png
104,pedestrian,914.0,551.0,146.0,272.0,JAAD\scene\0196,1,0104.png
105,pedestrian,899.0,551.0,160.0,275.0,JAAD\scene\0196,1,0105.png
106,pedestrian,884.0,551.0,174.0,277.0,JAAD\scene\0196,1,0106.png
107,pedestrian,869.0,551.0,188.0,279.0,JAAD\scene\0196,1,0107.png
108,pedestrian,869.0,549.0,174.0,283.0,JAAD\scene\0196,1,0108.png
109,pedestrian,869.0,548.0,160.0,287.0,JAAD\scene\0196,1,0109.png
110,pedestrian,869.0,546.0,146.0,291.0,JAAD\scene\0196,1,0110.png
111,pedestrian,869.0,544.0,132.0,295.0,JAAD\scene\0196,1,0111.png
112,pedestrian,858.0,543.0,133.0,297.0,JAAD\scene\0196,1,0112.png
113,pedestrian,846.0,542.0,133.0,300.0,JAAD\scene\0196,1,0113.png
114,pedestrian,835.0,541.0,134.0,302.0,JAAD\scene\0196,1,0114.png
115,pedestrian,823.0,540.0,134.0,304.0,JAAD\scene\0196,1,0115.png
116,pedestrian,799.0,540.0,155.0,307.0,JAAD\scene\0196,1,0116.png
117,pedestrian,774.0,539.0,175.0,309.0,JAAD\scene\0196,1,0117.png
118,pedestrian,750.0,539.0,196.0,312.0,JAAD\scene\0196,1,0118.png
119,pedestrian,738.0,541.0,207.0,312.0,JAAD\scene\0196,1,0119.png
120,pedestrian,725.0,542.0,219.0,311.0,JAAD\scene\0196,1,0120.png
121,pedestrian,713.0,544.0,230.0,311.0,JAAD\scene\0196,1,0121.png
122,pedestrian,709.0,544.0,213.0,313.0,JAAD\scene\0196,1,0122.png
123,pedestrian,705.0,544.0,196.0,314.0,JAAD\scene\0196,1,0123.png
124,pedestrian,701.0,543.0,179.0,316.0,JAAD\scene\0196,1,0124.png
125,pedestrian,697.0,543.0,162.0,317.0,JAAD\scene\0196,1,0125.png
126,pedestrian,685.0,538.0,160.0,325.0,JAAD\scene\0196,1,0126.png
127,pedestrian,672.0,534.0,157.0,332.0,JAAD\scene\0196,1,0127.png
128,pedestrian,660.0,529.0,155.0,340.0,JAAD\scene\0196,1,0128.png
129,pedestrian,647.0,524.0,152.0,347.0,JAAD\scene\0196,1,0129.png
130,pedestrian,625.0,525.0,169.0,350.0,JAAD\scene\0196,1,0130.png
131,pedestrian,602.0,526.0,186.0,352.0,JAAD\scene\0196,1,0131.png
132,pedestrian,580.0,526.0,203.0,355.0,JAAD\scene\0196,1,0132.png
133,pedestrian,557.0,527.0,220.0,357.0,JAAD\scene\0196,1,0133.png
134,pedestrian,552.0,526.0,208.0,361.0,JAAD\scene\0196,1,0134.png
135,pedestrian,547.0,525.0,195.0,364.0,JAAD\scene\0196,1,0135.png
136,pedestrian,541.0,524.0,183.0,368.0,JAAD\scene\0196,1,0136.png
137,pedestrian,536.0,523.0,170.0,371.0,JAAD\scene\0196,1,0137.png
138,pedestrian,520.0,521.0,167.0,378.0,JAAD\scene\0196,1,0138.png
139,pedestrian,503.0,519.0,165.0,385.0,JAAD\scene\0196,1,0139.png
140,pedestrian,487.0,516.0,162.0,392.0,JAAD\scene\0196,1,0140.png
141,pedestrian,470.0,514.0,159.0,399.0,JAAD\scene\0196,1,0141.png
142,pedestrian,442.0,515.0,183.0,400.0,JAAD\scene\0196,1,0142.png
143,pedestrian,413.0,517.0,207.0,402.0,JAAD\scene\0196,1,0143.png
144,pedestrian,385.0,518.0,230.0,403.0,JAAD\scene\0196,1,0144.png
145,pedestrian,356.0,519.0,254.0,404.0,JAAD\scene\0196,1,0145.png
146,pedestrian,343.0,521.0,255.0,407.0,JAAD\scene\0196,1,0146.png
147,pedestrian,331.0,524.0,257.0,409.0,JAAD\scene\0196,1,0147.png
148,pedestrian,318.0,526.0,258.0,412.0,JAAD\scene\0196,1,0148.png
149,pedestrian,300.0,524.0,249.0,415.0,JAAD\scene\0196,1,0149.png
150,pedestrian,281.0,522.0,241.0,418.0,JAAD\scene\0196,1,0150.png
151,pedestrian,263.0,520.0,232.0,421.0,JAAD\scene\0196,1,0151.png
152,pedestrian,250.0,517.0,214.0,430.0,JAAD\scene\0196,1,0152.png
153,pedestrian,238.0,514.0,196.0,440.0,JAAD\scene\0196,1,0153.png
154,pedestrian,225.0,511.0,178.0,449.0,JAAD\scene\0196,1,0154.png
155,pedestrian,196.0,510.0,192.0,456.0,JAAD\scene\0196,1,0155.png
156,pedestrian,168.0,510.0,206.0,464.0,JAAD\scene\0196,1,0156.png
157,pedestrian,139.0,509.0,220.0,471.0,JAAD\scene\0196,1,0157.png
158,pedestrian,113.0,513.0,234.0,476.0,JAAD\scene\0196,1,0158.png
159,pedestrian,88.0,516.0,247.0,481.0,JAAD\scene\0196,1,0159.png
160,pedestrian,62.0,520.0,261.0,486.0,JAAD\scene\0196,1,0160.png
161,pedestrian,36.0,523.0,274.0,491.0,JAAD\scene\0196,1,0161.png
162,pedestrian,24.0,522.0,257.0,499.0,JAAD\scene\0196,1,0162.png
163,pedestrian,13.0,521.0,241.0,506.0,JAAD\scene\0196,1,0163.png
164,pedestrian,1.0,520.0,224.0,514.0,JAAD\scene\0196,1,0164.png
165,pedestrian,1.0,535.0,184.0,503.0,JAAD\scene\0196,1,0165.png
166,pedestrian,1.0,537.0,145.0,507.0,JAAD\scene\0196,1,0166.png
167,pedestrian,1.0,543.0,113.0,499.0,JAAD\scene\0196,1,0167.png
168,pedestrian,1.0,583.0,80.0,469.0,JAAD\scene\0196,1,0168.png
