frame,ID,x,y,w,h,scenefolderpath,crossing_true,filename
0,pedestrian1,709.0,652.0,25.0,77.0,JAAD\scene\0151,0,0000.png
1,pedestrian1,708.0,652.0,25.0,77.0,JAAD\scene\0151,0,0001.png
2,pedestrian1,707.0,653.0,25.0,77.0,JAAD\scene\0151,0,0002.png
3,pedestrian1,706.0,653.0,25.0,76.0,JAAD\scene\0151,0,0003.png
4,pedestrian1,705.0,654.0,25.0,76.0,JAAD\scene\0151,0,0004.png
5,pedestrian1,703.0,654.0,24.0,76.0,JAAD\scene\0151,0,0005.png
6,pedestrian1,702.0,655.0,24.0,76.0,JAAD\scene\0151,0,0006.png
7,pedestrian1,701.0,655.0,24.0,75.0,JAAD\scene\0151,0,0007.png
8,pedestrian1,700.0,656.0,24.0,75.0,JAAD\scene\0151,0,0008.png
9,pedestrian1,699.0,656.0,24.0,75.0,JAAD\scene\0151,0,0009.png
10,pedestrian1,698.0,656.0,24.0,76.0,JAAD\scene\0151,0,0010.png
11,pedestrian1,696.0,655.0,24.0,76.0,JAAD\scene\0151,0,0011.png
12,pedestrian1,695.0,655.0,25.0,77.0,JAAD\scene\0151,0,0012.png
13,pedestrian1,693.0,654.0,25.0,78.0,JAAD\scene\0151,0,0013.png
14,pedestrian1,692.0,654.0,25.0,79.0,JAAD\scene\0151,0,0014.png
15,pedestrian1,690.0,654.0,25.0,79.0,JAAD\scene\0151,0,0015.png
16,pedestrian1,689.0,653.0,25.0,80.0,JAAD\scene\0151,0,0016.png
17,pedestrian1,687.0,653.0,26.0,81.0,JAAD\scene\0151,0,0017.png
18,pedestrian1,686.0,652.0,26.0,81.0,JAAD\scene\0151,0,0018.png
19,pedestrian1,684.0,652.0,26.0,82.0,JAAD\scene\0151,0,0019.png
20,pedestrian1,682.0,652.0,26.0,82.0,JAAD\scene\0151,0,0020.png
21,pedestrian1,680.0,652.0,26.0,83.0,JAAD\scene\0151,0,0021.png
22,pedestrian1,678.0,652.0,25.0,83.0,JAAD\scene\0151,0,0022.png
23,pedestrian1,676.0,652.0,25.0,83.0,JAAD\scene\0151,0,0023.png
24,pedestrian1,675.0,653.0,25.0,84.0,JAAD\scene\0151,0,0024.png
25,pedestrian1,673.0,653.0,25.0,84.0,JAAD\scene\0151,0,0025.png
26,pedestrian1,671.0,653.0,25.0,84.0,JAAD\scene\0151,0,0026.png
27,pedestrian1,669.0,653.0,24.0,84.0,JAAD\scene\0151,0,0027.png
28,pedestrian1,667.0,653.0,24.0,85.0,JAAD\scene\0151,0,0028.png
29,pedestrian1,665.0,653.0,24.0,85.0,JAAD\scene\0151,0,0029.png
30,pedestrian1,663.0,652.0,24.0,86.0,JAAD\scene\0151,0,0030.png
31,pedestrian1,661.0,652.0,24.0,86.0,JAAD\scene\0151,0,0031.png
32,pedestrian1,658.0,651.0,24.0,87.0,JAAD\scene\0151,0,0032.png
33,pedestrian1,656.0,650.0,24.0,88.0,JAAD\scene\0151,0,0033.png
34,pedestrian1,654.0,650.0,24.0,89.0,JAAD\scene\0151,0,0034.png
35,pedestrian1,652.0,649.0,24.0,89.0,JAAD\scene\0151,0,0035.png
36,pedestrian1,650.0,648.0,24.0,90.0,JAAD\scene\0151,0,0036.png
37,pedestrian1,647.0,647.0,24.0,91.0,JAAD\scene\0151,0,0037.png
38,pedestrian1,645.0,647.0,24.0,91.0,JAAD\scene\0151,0,0038.png
39,pedestrian1,643.0,646.0,24.0,92.0,JAAD\scene\0151,0,0039.png
40,pedestrian1,640.0,646.0,25.0,93.0,JAAD\scene\0151,0,0040.png
41,pedestrian1,637.0,645.0,25.0,94.0,JAAD\scene\0151,0,0041.png
42,pedestrian1,635.0,645.0,26.0,95.0,JAAD\scene\0151,0,0042.png
43,pedestrian1,632.0,645.0,26.0,96.0,JAAD\scene\0151,0,0043.png
