frame,ID,x,y,w,h,scenefolderpath,crossing_true,filename
0,pedestrian1,944.0,625.0,20.0,24.0,JAAD\scene\0025,1,0000.png
1,pedestrian1,949.0,626.0,9.0,24.0,JAAD\scene\0025,1,0001.png
2,pedestrian1,947.0,627.0,9.0,24.0,JAAD\scene\0025,1,0002.png
3,pedestrian1,944.0,628.0,9.0,24.0,JAAD\scene\0025,1,0003.png
4,pedestrian1,941.0,629.0,9.0,24.0,JAAD\scene\0025,1,0004.png
5,pedestrian1,939.0,629.0,8.0,23.0,JAAD\scene\0025,1,0005.png
6,pedestrian1,936.0,630.0,8.0,23.0,JAAD\scene\0025,1,0006.png
7,pedestrian1,933.0,631.0,8.0,23.0,JAAD\scene\0025,1,0007.png
8,pedestrian1,931.0,632.0,8.0,23.0,JAAD\scene\0025,1,0008.png
9,pedestrian1,928.0,633.0,8.0,23.0,JAAD\scene\0025,1,0009.png
10,pedestrian1,925.0,633.0,8.0,23.0,JAAD\scene\0025,1,0010.png
11,pedestrian1,922.0,634.0,8.0,24.0,JAAD\scene\0025,1,0011.png
12,pedestrian1,919.0,634.0,8.0,24.0,JAAD\scene\0025,1,0012.png
13,pedestrian1,916.0,634.0,8.0,24.0,JAAD\scene\0025,1,0013.png
14,pedestrian1,914.0,635.0,9.0,25.0,JAAD\scene\0025,1,0014.png
15,pedestrian1,911.0,635.0,9.0,25.0,JAAD\scene\0025,1,0015.png
16,pedestrian1,908.0,635.0,9.0,25.0,JAAD\scene\0025,1,0016.png
17,pedestrian1,905.0,635.0,9.0,25.0,JAAD\scene\0025,1,0017.png
18,pedestrian1,902.0,636.0,9.0,26.0,JAAD\scene\0025,1,0018.png
19,pedestrian1,899.0,636.0,9.0,26.0,JAAD\scene\0025,1,0019.png
20,pedestrian1,896.0,636.0,9.0,26.0,JAAD\scene\0025,1,0020.png
21,pedestrian1,894.0,636.0,10.0,27.0,JAAD\scene\0025,1,0021.png
22,pedestrian1,891.0,636.0,10.0,27.0,JAAD\scene\0025,1,0022.png
23,pedestrian1,888.0,636.0,11.0,27.0,JAAD\scene\0025,1,0023.png
24,pedestrian1,886.0,637.0,11.0,28.0,JAAD\scene\0025,1,0024.png
25,pedestrian1,883.0,637.0,11.0,28.0,JAAD\scene\0025,1,0025.png
26,pedestrian1,880.0,637.0,12.0,28.0,JAAD\scene\0025,1,0026.png
27,pedestrian1,877.0,637.0,12.0,28.0,JAAD\scene\0025,1,0027.png
28,pedestrian1,875.0,637.0,13.0,29.0,JAAD\scene\0025,1,0028.png
29,pedestrian1,872.0,637.0,13.0,29.0,JAAD\scene\0025,1,0029.png
30,pedestrian1,870.0,636.0,14.0,29.0,JAAD\scene\0025,1,0030.png
31,pedestrian1,868.0,635.0,14.0,30.0,JAAD\scene\0025,1,0031.png
32,pedestrian1,865.0,634.0,15.0,30.0,JAAD\scene\0025,1,0032.png
33,pedestrian1,863.0,633.0,16.0,30.0,JAAD\scene\0025,1,0033.png
34,pedestrian1,861.0,633.0,17.0,31.0,JAAD\scene\0025,1,0034.png
35,pedestrian1,859.0,632.0,17.0,31.0,JAAD\scene\0025,1,0035.png
36,pedestrian1,857.0,631.0,18.0,31.0,JAAD\scene\0025,1,0036.png
37,pedestrian1,854.0,630.0,19.0,31.0,JAAD\scene\0025,1,0037.png
38,pedestrian1,852.0,629.0,19.0,32.0,JAAD\scene\0025,1,0038.png
39,pedestrian1,850.0,628.0,20.0,32.0,JAAD\scene\0025,1,0039.png
40,pedestrian1,849.0,628.0,19.0,32.0,JAAD\scene\0025,1,0040.png
41,pedestrian1,848.0,628.0,18.0,32.0,JAAD\scene\0025,1,0041.png
42,pedestrian1,847.0,628.0,18.0,33.0,JAAD\scene\0025,1,0042.png
43,pedestrian1,846.0,628.0,17.0,33.0,JAAD\scene\0025,1,0043.png
44,pedestrian1,845.0,628.0,16.0,33.0,JAAD\scene\0025,1,0044.png
45,pedestrian1,844.0,628.0,15.0,33.0,JAAD\scene\0025,1,0045.png
46,pedestrian1,843.0,628.0,14.0,33.0,JAAD\scene\0025,1,0046.png
47,pedestrian1,842.0,628.0,14.0,34.0,JAAD\scene\0025,1,0047.png
48,pedestrian1,841.0,628.0,13.0,34.0,JAAD\scene\0025,1,0048.png
49,pedestrian1,840.0,628.0,12.0,34.0,JAAD\scene\0025,1,0049.png
50,pedestrian1,838.0,627.0,12.0,34.0,JAAD\scene\0025,1,0050.png
51,pedestrian1,836.0,626.0,13.0,35.0,JAAD\scene\0025,1,0051.png
