frame,ID,x,y,w,h,scenefolderpath,crossing_true,filename
0,pedestrian,897.0,678.0,24.0,49.0,JAAD\scene\0170,1,0000.png
1,pedestrian,897.0,677.0,23.0,50.0,JAAD\scene\0170,1,0001.png
2,pedestrian,897.0,677.0,23.0,50.0,JAAD\scene\0170,1,0002.png
3,pedestrian,897.0,676.0,23.0,51.0,JAAD\scene\0170,1,0003.png
4,pedestrian,897.0,675.0,23.0,52.0,JAAD\scene\0170,1,0004.png
5,pedestrian,897.0,675.0,23.0,52.0,JAAD\scene\0170,1,0005.png
6,pedestrian,896.0,674.0,23.0,53.0,JAAD\scene\0170,1,0006.png
7,pedestrian,896.0,673.0,23.0,54.0,JAAD\scene\0170,1,0007.png
8,pedestrian,896.0,672.0,23.0,55.0,JAAD\scene\0170,1,0008.png
9,pedestrian,895.0,671.0,23.0,56.0,JAAD\scene\0170,1,0009.png
10,pedestrian,894.0,672.0,23.0,55.0,JAAD\scene\0170,1,0010.png
11,pedestrian,893.0,673.0,23.0,54.0,JAAD\scene\0170,1,0011.png
12,pedestrian,892.0,674.0,23.0,53.0,JAAD\scene\0170,1,0012.png
13,pedestrian,891.0,674.0,24.0,53.0,JAAD\scene\0170,1,0013.png
14,pedestrian,890.0,674.0,24.0,53.0,JAAD\scene\0170,1,0014.png
15,pedestrian,889.0,675.0,24.0,53.0,JAAD\scene\0170,1,0015.png
16,pedestrian,888.0,674.0,24.0,53.0,JAAD\scene\0170,1,0016.png
17,pedestrian,887.0,674.0,25.0,54.0,JAAD\scene\0170,1,0017.png
18,pedestrian,886.0,673.0,25.0,54.0,JAAD\scene\0170,1,0018.png
19,pedestrian,885.0,672.0,25.0,55.0,JAAD\scene\0170,1,0019.png
20,pedestrian,884.0,671.0,25.0,57.0,JAAD\scene\0170,1,0020.png
21,pedestrian,884.0,669.0,26.0,58.0,JAAD\scene\0170,1,0021.png
22,pedestrian,883.0,668.0,26.0,60.0,JAAD\scene\0170,1,0022.png
23,pedestrian,882.0,666.0,26.0,62.0,JAAD\scene\0170,1,0023.png
24,pedestrian,881.0,663.0,26.0,65.0,JAAD\scene\0170,1,0024.png
