frame,ID,x,y,w,h,scenefolderpath,crossing_true,filename
0,pedestrian,966.0,554.0,43.0,117.0,JAAD\scene\0217,0,0000.png
1,pedestrian,959.0,554.0,44.0,119.0,JAAD\scene\0217,0,0001.png
2,pedestrian,952.0,554.0,46.0,121.0,JAAD\scene\0217,0,0002.png
3,pedestrian,945.0,554.0,47.0,123.0,JAAD\scene\0217,0,0003.png
4,pedestrian,937.0,556.0,49.0,124.0,JAAD\scene\0217,0,0004.png
5,pedestrian,929.0,559.0,50.0,124.0,JAAD\scene\0217,0,0005.png
6,pedestrian,921.0,561.0,52.0,125.0,JAAD\scene\0217,0,0006.png
7,pedestrian,914.0,564.0,51.0,126.0,JAAD\scene\0217,0,0007.png
8,pedestrian,907.0,567.0,50.0,128.0,JAAD\scene\0217,0,0008.png
9,pedestrian,900.0,570.0,49.0,129.0,JAAD\scene\0217,0,0009.png
10,pedestrian,894.0,569.0,50.0,130.0,JAAD\scene\0217,1,0010.png
11,pedestrian,887.0,568.0,51.0,130.0,JAAD\scene\0217,1,0011.png
12,pedestrian,881.0,567.0,52.0,131.0,JAAD\scene\0217,1,0012.png
13,pedestrian,875.0,565.0,53.0,132.0,JAAD\scene\0217,1,0013.png
14,pedestrian,870.0,563.0,54.0,134.0,JAAD\scene\0217,1,0014.png
15,pedestrian,864.0,561.0,55.0,135.0,JAAD\scene\0217,1,0015.png
16,pedestrian,857.0,559.0,57.0,136.0,JAAD\scene\0217,1,0016.png
17,pedestrian,849.0,558.0,58.0,136.0,JAAD\scene\0217,1,0017.png
18,pedestrian,842.0,556.0,60.0,137.0,JAAD\scene\0217,1,0018.png
19,pedestrian,836.0,555.0,60.0,138.0,JAAD\scene\0217,1,0019.png
20,pedestrian,831.0,555.0,59.0,140.0,JAAD\scene\0217,1,0020.png
21,pedestrian,825.0,554.0,59.0,141.0,JAAD\scene\0217,1,0021.png
22,pedestrian,818.0,555.0,62.0,142.0,JAAD\scene\0217,1,0022.png
23,pedestrian,811.0,556.0,65.0,143.0,JAAD\scene\0217,1,0023.png
24,pedestrian,804.0,557.0,68.0,144.0,JAAD\scene\0217,1,0024.png
25,pedestrian,798.0,555.0,69.0,147.0,JAAD\scene\0217,1,0025.png
26,pedestrian,791.0,553.0,70.0,149.0,JAAD\scene\0217,1,0026.png
27,pedestrian,785.0,550.0,70.0,152.0,JAAD\scene\0217,1,0027.png
28,pedestrian,778.0,548.0,71.0,154.0,JAAD\scene\0217,1,0028.png
29,pedestrian,774.0,546.0,68.0,155.0,JAAD\scene\0217,1,0029.png
30,pedestrian,771.0,545.0,66.0,156.0,JAAD\scene\0217,1,0030.png
31,pedestrian,767.0,543.0,63.0,157.0,JAAD\scene\0217,1,0031.png
32,pedestrian,762.0,542.0,65.0,158.0,JAAD\scene\0217,1,0032.png
33,pedestrian,758.0,542.0,66.0,159.0,JAAD\scene\0217,1,0033.png
34,pedestrian,753.0,541.0,68.0,160.0,JAAD\scene\0217,1,0034.png
35,pedestrian,749.0,542.0,68.0,161.0,JAAD\scene\0217,1,0035.png
36,pedestrian,746.0,542.0,69.0,162.0,JAAD\scene\0217,1,0036.png
37,pedestrian,742.0,543.0,69.0,163.0,JAAD\scene\0217,1,0037.png
38,pedestrian,738.0,543.0,69.0,165.0,JAAD\scene\0217,1,0038.png
39,pedestrian,733.0,543.0,69.0,167.0,JAAD\scene\0217,1,0039.png
40,pedestrian,729.0,543.0,69.0,169.0,JAAD\scene\0217,1,0040.png
41,pedestrian,725.0,541.0,70.0,170.0,JAAD\scene\0217,1,0041.png
42,pedestrian,720.0,540.0,72.0,171.0,JAAD\scene\0217,1,0042.png
43,pedestrian,716.0,538.0,73.0,172.0,JAAD\scene\0217,1,0043.png
44,pedestrian,714.0,536.0,73.0,175.0,JAAD\scene\0217,1,0044.png
45,pedestrian,711.0,533.0,74.0,178.0,JAAD\scene\0217,1,0045.png
46,pedestrian,709.0,531.0,74.0,181.0,JAAD\scene\0217,1,0046.png
47,pedestrian,707.0,531.0,74.0,182.0,JAAD\scene\0217,1,0047.png
48,pedestrian,706.0,532.0,74.0,183.0,JAAD\scene\0217,1,0048.png
49,pedestrian,704.0,532.0,73.0,183.0,JAAD\scene\0217,1,0049.png
50,pedestrian,702.0,532.0,73.0,184.0,JAAD\scene\0217,1,0050.png
51,pedestrian,700.0,533.0,74.0,186.0,JAAD\scene\0217,1,0051.png
52,pedestrian,698.0,533.0,74.0,188.0,JAAD\scene\0217,1,0052.png
53,pedestrian,695.0,534.0,75.0,190.0,JAAD\scene\0217,1,0053.png
54,pedestrian,693.0,534.0,75.0,192.0,JAAD\scene\0217,1,0054.png
55,pedestrian,692.0,534.0,75.0,195.0,JAAD\scene\0217,1,0055.png
56,pedestrian,692.0,534.0,76.0,197.0,JAAD\scene\0217,1,0056.png
57,pedestrian,691.0,533.0,76.0,200.0,JAAD\scene\0217,1,0057.png
58,pedestrian,690.0,533.0,76.0,202.0,JAAD\scene\0217,1,0058.png
59,pedestrian,691.0,533.0,76.0,203.0,JAAD\scene\0217,1,0059.png
60,pedestrian,691.0,533.0,76.0,205.0,JAAD\scene\0217,1,0060.png
61,pedestrian,692.0,533.0,76.0,206.0,JAAD\scene\0217,1,0061.png
62,pedestrian,692.0,533.0,76.0,207.0,JAAD\scene\0217,1,0062.png
63,pedestrian,690.0,534.0,81.0,208.0,JAAD\scene\0217,1,0063.png
64,pedestrian,689.0,535.0,85.0,209.0,JAAD\scene\0217,1,0064.png
65,pedestrian,687.0,535.0,90.0,210.0,JAAD\scene\0217,1,0065.png
66,pedestrian,685.0,536.0,94.0,211.0,JAAD\scene\0217,1,0066.png
67,pedestrian,688.0,536.0,91.0,213.0,JAAD\scene\0217,1,0067.png
68,pedestrian,691.0,536.0,89.0,215.0,JAAD\scene\0217,1,0068.png
69,pedestrian,694.0,536.0,86.0,216.0,JAAD\scene\0217,1,0069.png
70,pedestrian,697.0,536.0,83.0,218.0,JAAD\scene\0217,1,0070.png
71,pedestrian,698.0,535.0,84.0,221.0,JAAD\scene\0217,1,0071.png
72,pedestrian,700.0,534.0,85.0,223.0,JAAD\scene\0217,1,0072.png
73,pedestrian,701.0,533.0,86.0,226.0,JAAD\scene\0217,1,0073.png
74,pedestrian,704.0,533.0,87.0,227.0,JAAD\scene\0217,1,0074.png
75,pedestrian,706.0,533.0,88.0,228.0,JAAD\scene\0217,1,0075.png
76,pedestrian,709.0,532.0,89.0,229.0,JAAD\scene\0217,1,0076.png
77,pedestrian,711.0,532.0,90.0,230.0,JAAD\scene\0217,1,0077.png
78,pedestrian,713.0,530.0,91.0,233.0,JAAD\scene\0217,1,0078.png
79,pedestrian,715.0,529.0,93.0,235.0,JAAD\scene\0217,1,0079.png
80,pedestrian,717.0,527.0,94.0,238.0,JAAD\scene\0217,1,0080.png
81,pedestrian,722.0,526.0,91.0,240.0,JAAD\scene\0217,1,0081.png
82,pedestrian,728.0,526.0,87.0,242.0,JAAD\scene\0217,1,0082.png
83,pedestrian,733.0,525.0,84.0,244.0,JAAD\scene\0217,1,0083.png
84,pedestrian,737.0,525.0,85.0,244.0,JAAD\scene\0217,1,0084.png
85,pedestrian,741.0,526.0,86.0,243.0,JAAD\scene\0217,1,0085.png
86,pedestrian,745.0,526.0,87.0,243.0,JAAD\scene\0217,1,0086.png
87,pedestrian,749.0,527.0,96.0,243.0,JAAD\scene\0217,1,0087.png
88,pedestrian,752.0,528.0,104.0,243.0,JAAD\scene\0217,1,0088.png
89,pedestrian,756.0,529.0,113.0,243.0,JAAD\scene\0217,1,0089.png
90,pedestrian,758.0,530.0,119.0,243.0,JAAD\scene\0217,1,0090.png
91,pedestrian,760.0,531.0,124.0,243.0,JAAD\scene\0217,1,0091.png
92,pedestrian,762.0,532.0,130.0,243.0,JAAD\scene\0217,1,0092.png
93,pedestrian,767.0,532.0,125.0,245.0,JAAD\scene\0217,1,0093.png
94,pedestrian,773.0,531.0,120.0,247.0,JAAD\scene\0217,1,0094.png
95,pedestrian,778.0,531.0,115.0,249.0,JAAD\scene\0217,1,0095.png
96,pedestrian,788.0,530.0,109.0,251.0,JAAD\scene\0217,1,0096.png
97,pedestrian,798.0,528.0,104.0,253.0,JAAD\scene\0217,1,0097.png
98,pedestrian,808.0,527.0,98.0,254.0,JAAD\scene\0217,1,0098.png
99,pedestrian,818.0,525.0,92.0,256.0,JAAD\scene\0217,1,0099.png
100,pedestrian,823.0,524.0,93.0,258.0,JAAD\scene\0217,1,0100.png
101,pedestrian,828.0,523.0,93.0,260.0,JAAD\scene\0217,1,0101.png
102,pedestrian,833.0,522.0,94.0,262.0,JAAD\scene\0217,1,0102.png
103,pedestrian,838.0,524.0,102.0,263.0,JAAD\scene\0217,1,0103.png
104,pedestrian,843.0,525.0,109.0,264.0,JAAD\scene\0217,1,0104.png
105,pedestrian,847.0,527.0,117.0,264.0,JAAD\scene\0217,1,0105.png
106,pedestrian,852.0,528.0,124.0,265.0,JAAD\scene\0217,1,0106.png
107,pedestrian,859.0,527.0,119.0,267.0,JAAD\scene\0217,1,0107.png
108,pedestrian,865.0,527.0,114.0,269.0,JAAD\scene\0217,1,0108.png
109,pedestrian,872.0,526.0,109.0,271.0,JAAD\scene\0217,1,0109.png
110,pedestrian,882.0,524.0,104.0,271.0,JAAD\scene\0217,1,0110.png
111,pedestrian,893.0,523.0,98.0,272.0,JAAD\scene\0217,1,0111.png
112,pedestrian,903.0,521.0,93.0,272.0,JAAD\scene\0217,1,0112.png
113,pedestrian,909.0,520.0,96.0,273.0,JAAD\scene\0217,1,0113.png
114,pedestrian,915.0,518.0,100.0,273.0,JAAD\scene\0217,1,0114.png
115,pedestrian,921.0,517.0,103.0,274.0,JAAD\scene\0217,1,0115.png
116,pedestrian,926.0,518.0,115.0,275.0,JAAD\scene\0217,1,0116.png
117,pedestrian,930.0,519.0,127.0,276.0,JAAD\scene\0217,1,0117.png
118,pedestrian,935.0,520.0,138.0,277.0,JAAD\scene\0217,1,0118.png
119,pedestrian,939.0,521.0,150.0,278.0,JAAD\scene\0217,1,0119.png
120,pedestrian,944.0,520.0,146.0,280.0,JAAD\scene\0217,1,0120.png
121,pedestrian,949.0,519.0,141.0,282.0,JAAD\scene\0217,1,0121.png
122,pedestrian,954.0,518.0,137.0,284.0,JAAD\scene\0217,1,0122.png
123,pedestrian,959.0,517.0,132.0,286.0,JAAD\scene\0217,1,0123.png
124,pedestrian,974.0,516.0,122.0,288.0,JAAD\scene\0217,1,0124.png
125,pedestrian,988.0,515.0,113.0,290.0,JAAD\scene\0217,1,0125.png
126,pedestrian,1003.0,514.0,103.0,292.0,JAAD\scene\0217,1,0126.png
127,pedestrian,1009.0,514.0,103.0,294.0,JAAD\scene\0217,1,0127.png
128,pedestrian,1014.0,515.0,102.0,295.0,JAAD\scene\0217,1,0128.png
129,pedestrian,1020.0,515.0,102.0,297.0,JAAD\scene\0217,1,0129.png
130,pedestrian,1026.0,516.0,113.0,298.0,JAAD\scene\0217,1,0130.png
131,pedestrian,1031.0,517.0,123.0,299.0,JAAD\scene\0217,1,0131.png
132,pedestrian,1037.0,518.0,134.0,300.0,JAAD\scene\0217,1,0132.png
133,pedestrian,1041.0,517.0,136.0,302.0,JAAD\scene\0217,1,0133.png
134,pedestrian,1044.0,517.0,139.0,305.0,JAAD\scene\0217,1,0134.png
135,pedestrian,1048.0,516.0,141.0,307.0,JAAD\scene\0217,1,0135.png
136,pedestrian,1058.0,515.0,132.0,307.0,JAAD\scene\0217,1,0136.png
137,pedestrian,1069.0,515.0,123.0,307.0,JAAD\scene\0217,1,0137.png
138,pedestrian,1079.0,514.0,114.0,307.0,JAAD\scene\0217,1,0138.png
139,pedestrian,1090.0,512.0,111.0,309.0,JAAD\scene\0217,1,0139.png
140,pedestrian,1101.0,510.0,109.0,312.0,JAAD\scene\0217,1,0140.png
141,pedestrian,1112.0,508.0,106.0,314.0,JAAD\scene\0217,1,0141.png
142,pedestrian,1119.0,508.0,112.0,315.0,JAAD\scene\0217,1,0142.png
143,pedestrian,1127.0,509.0,117.0,317.0,JAAD\scene\0217,1,0143.png
144,pedestrian,1134.0,509.0,123.0,318.0,JAAD\scene\0217,1,0144.png
145,pedestrian,1133.0,510.0,142.0,317.0,JAAD\scene\0217,1,0145.png
146,pedestrian,1133.0,510.0,161.0,317.0,JAAD\scene\0217,1,0146.png
147,pedestrian,1132.0,511.0,180.0,316.0,JAAD\scene\0217,1,0147.png
148,pedestrian,1138.0,511.0,175.0,319.0,JAAD\scene\0217,1,0148.png
149,pedestrian,1145.0,511.0,169.0,322.0,JAAD\scene\0217,1,0149.png
150,pedestrian,1151.0,510.0,164.0,324.0,JAAD\scene\0217,1,0150.png
151,pedestrian,1157.0,510.0,158.0,327.0,JAAD\scene\0217,1,0151.png
152,pedestrian,1175.0,507.0,144.0,331.0,JAAD\scene\0217,1,0152.png
153,pedestrian,1194.0,505.0,129.0,335.0,JAAD\scene\0217,1,0153.png
154,pedestrian,1212.0,502.0,115.0,339.0,JAAD\scene\0217,1,0154.png
155,pedestrian,1222.0,503.0,116.0,341.0,JAAD\scene\0217,1,0155.png
156,pedestrian,1232.0,504.0,116.0,344.0,JAAD\scene\0217,1,0156.png
157,pedestrian,1241.0,504.0,117.0,346.0,JAAD\scene\0217,1,0157.png
158,pedestrian,1251.0,505.0,117.0,348.0,JAAD\scene\0217,1,0158.png
159,pedestrian,1252.0,506.0,135.0,349.0,JAAD\scene\0217,1,0159.png
160,pedestrian,1254.0,508.0,154.0,349.0,JAAD\scene\0217,1,0160.png
161,pedestrian,1255.0,509.0,172.0,350.0,JAAD\scene\0217,1,0161.png
162,pedestrian,1256.0,510.0,190.0,350.0,JAAD\scene\0217,1,0162.png
163,pedestrian,1264.0,507.0,184.0,355.0,JAAD\scene\0217,1,0163.png
164,pedestrian,1271.0,505.0,178.0,360.0,JAAD\scene\0217,1,0164.png
165,pedestrian,1279.0,502.0,172.0,365.0,JAAD\scene\0217,1,0165.png
166,pedestrian,1299.0,497.0,161.0,373.0,JAAD\scene\0217,1,0166.png
167,pedestrian,1319.0,493.0,150.0,381.0,JAAD\scene\0217,1,0167.png
168,pedestrian,1339.0,488.0,139.0,388.0,JAAD\scene\0217,1,0168.png
169,pedestrian,1359.0,483.0,128.0,396.0,JAAD\scene\0217,1,0169.png
