frame,ID,x,y,w,h,scenefolderpath,crossing_true,filename
0,pedestrian1,896.0,668.0,20.0,57.0,JAAD\scene\0250,0,0000.png
1,pedestrian1,896.0,668.0,19.0,58.0,JAAD\scene\0250,0,0001.png
2,pedestrian1,895.0,667.0,19.0,58.0,JAAD\scene\0250,0,0002.png
3,pedestrian1,894.0,667.0,20.0,59.0,JAAD\scene\0250,0,0003.png
4,pedestrian1,893.0,666.0,20.0,59.0,JAAD\scene\0250,0,0004.png
5,pedestrian1,892.0,666.0,21.0,60.0,JAAD\scene\0250,0,0005.png
6,pedestrian1,892.0,666.0,21.0,60.0,JAAD\scene\0250,0,0006.png
7,pedestrian1,891.0,665.0,22.0,61.0,JAAD\scene\0250,0,0007.png
8,pedestrian1,890.0,665.0,22.0,61.0,JAAD\scene\0250,0,0008.png
9,pedestrian1,889.0,664.0,23.0,62.0,JAAD\scene\0250,0,0009.png
10,pedestrian1,888.0,664.0,23.0,62.0,JAAD\scene\0250,0,0010.png
11,pedestrian1,887.0,663.0,24.0,63.0,JAAD\scene\0250,1,0011.png
12,pedestrian1,886.0,663.0,24.0,63.0,JAAD\scene\0250,1,0012.png
13,pedestrian1,887.0,662.0,26.0,66.0,JAAD\scene\0250,1,0013.png
14,pedestrian1,887.0,662.0,27.0,68.0,JAAD\scene\0250,1,0014.png
15,pedestrian1,888.0,661.0,29.0,71.0,JAAD\scene\0250,1,0015.png
16,pedestrian1,888.0,660.0,30.0,73.0,JAAD\scene\0250,1,0016.png
17,pedestrian1,887.0,660.0,30.0,73.0,JAAD\scene\0250,1,0017.png
18,pedestrian1,885.0,660.0,29.0,72.0,JAAD\scene\0250,1,0018.png
19,pedestrian1,884.0,660.0,29.0,72.0,JAAD\scene\0250,1,0019.png
20,pedestrian1,883.0,660.0,29.0,73.0,JAAD\scene\0250,1,0020.png
21,pedestrian1,881.0,660.0,28.0,74.0,JAAD\scene\0250,1,0021.png
22,pedestrian1,880.0,661.0,28.0,75.0,JAAD\scene\0250,1,0022.png
23,pedestrian1,879.0,661.0,28.0,75.0,JAAD\scene\0250,1,0023.png
24,pedestrian1,877.0,661.0,27.0,76.0,JAAD\scene\0250,1,0024.png
25,pedestrian1,876.0,661.0,27.0,77.0,JAAD\scene\0250,1,0025.png
26,pedestrian1,874.0,660.0,30.0,77.0,JAAD\scene\0250,1,0026.png
27,pedestrian1,872.0,659.0,33.0,78.0,JAAD\scene\0250,1,0027.png
28,pedestrian1,870.0,659.0,37.0,78.0,JAAD\scene\0250,1,0028.png
29,pedestrian1,868.0,658.0,40.0,79.0,JAAD\scene\0250,1,0029.png
30,pedestrian1,866.0,657.0,43.0,79.0,JAAD\scene\0250,1,0030.png
31,pedestrian1,866.0,654.0,40.0,81.0,JAAD\scene\0250,1,0031.png
32,pedestrian1,867.0,652.0,38.0,84.0,JAAD\scene\0250,1,0032.png
33,pedestrian1,867.0,649.0,35.0,86.0,JAAD\scene\0250,1,0033.png
34,pedestrian1,864.0,649.0,34.0,87.0,JAAD\scene\0250,1,0034.png
35,pedestrian1,862.0,649.0,33.0,89.0,JAAD\scene\0250,1,0035.png
36,pedestrian1,859.0,649.0,32.0,90.0,JAAD\scene\0250,1,0036.png
37,pedestrian1,856.0,649.0,31.0,91.0,JAAD\scene\0250,1,0037.png
38,pedestrian1,852.0,650.0,36.0,93.0,JAAD\scene\0250,1,0038.png
39,pedestrian1,847.0,652.0,42.0,94.0,JAAD\scene\0250,1,0039.png
40,pedestrian1,843.0,653.0,47.0,96.0,JAAD\scene\0250,1,0040.png
41,pedestrian1,842.0,654.0,49.0,97.0,JAAD\scene\0250,1,0041.png
42,pedestrian1,841.0,654.0,50.0,97.0,JAAD\scene\0250,1,0042.png
43,pedestrian1,839.0,655.0,52.0,98.0,JAAD\scene\0250,1,0043.png
44,pedestrian1,838.0,655.0,53.0,98.0,JAAD\scene\0250,1,0044.png
45,pedestrian1,837.0,654.0,50.0,99.0,JAAD\scene\0250,1,0045.png
46,pedestrian1,836.0,653.0,47.0,101.0,JAAD\scene\0250,1,0046.png
47,pedestrian1,834.0,652.0,44.0,102.0,JAAD\scene\0250,1,0047.png
48,pedestrian1,833.0,651.0,41.0,103.0,JAAD\scene\0250,1,0048.png
49,pedestrian1,830.0,649.0,39.0,105.0,JAAD\scene\0250,1,0049.png
50,pedestrian1,828.0,647.0,37.0,107.0,JAAD\scene\0250,1,0050.png
51,pedestrian1,825.0,645.0,35.0,109.0,JAAD\scene\0250,1,0051.png
52,pedestrian1,817.0,645.0,44.0,110.0,JAAD\scene\0250,1,0052.png
53,pedestrian1,810.0,646.0,52.0,110.0,JAAD\scene\0250,1,0053.png
54,pedestrian1,802.0,646.0,61.0,111.0,JAAD\scene\0250,1,0054.png
55,pedestrian1,800.0,647.0,63.0,113.0,JAAD\scene\0250,1,0055.png
56,pedestrian1,797.0,649.0,66.0,114.0,JAAD\scene\0250,1,0056.png
57,pedestrian1,795.0,650.0,68.0,116.0,JAAD\scene\0250,1,0057.png
58,pedestrian1,795.0,650.0,62.0,116.0,JAAD\scene\0250,1,0058.png
59,pedestrian1,795.0,649.0,55.0,117.0,JAAD\scene\0250,1,0059.png
60,pedestrian1,795.0,649.0,49.0,117.0,JAAD\scene\0250,1,0060.png
61,pedestrian1,791.0,647.0,46.0,122.0,JAAD\scene\0250,1,0061.png
62,pedestrian1,786.0,646.0,42.0,126.0,JAAD\scene\0250,1,0062.png
63,pedestrian1,782.0,644.0,39.0,131.0,JAAD\scene\0250,1,0063.png
